s1,s2,label,pred
明天早上六点二十叫我起床,明天早上六点二十叫我起床明天六点叫我起床,0,1
我就在这里你什么时候才能看见我啊,在这里我在这里看见我了吗,1,0
你会说什么我要怎问你呢,我想知你都会干什么,1,0
打开照明灯,把灯开开,0,1
哎呀你好笨哪,你好笨呐,0,1
说不出来了,都讲不出来,0,1
茂密的反义词是,茂盛的近反义词是什么,1,0
我为什么要去那种地方,我才不去,0,1
这样对我是为什么,你怎么可以这样对我,0,1
设置充电提示,设置充电提示音,0,1
猜我长得怎么样,我长的帅不帅,0,1
帮我点进QQ,打开QQ跟,0,1
个人信息,打开个人信息,0,1
我心里不舒服,我们真郁闷,1,0
你会不会讲笑话,给我说个笑话,0,1
手机提示发热怎么办,手机烫有什么办法吗,0,1
为什么这个我聊不下去了,聊不下去,1,0
你是什么性别,你是的什么性别的啊,0,1
你都不理我,你究竟理不理我,1,0
导航最近加油站,最近加油站,1,0
今天今天的天气,你今天的天气,1,0
你个狗东西,你就是个狗,0,1
今天不开心的原因是什么,今天我不开心,1,0
你知道我是哪里人吗,你知道我是谁吗,0,1
催眠吧你把我,给我催眠,1,0
我想查看一下手机的具体信息,我想查看手机信息,0,1
非常的英文怎么说,非常的英文怎么读,0,1
你有没有头发啊,你们是不是秃头,1,0
说说你爱我,快把你爱我这三个字说一遍,0,1
明天八点半叫我,明天八点半叫我起床,1,0
才买两天的智能手表有划痕,才买的智能手表发现有划痕,1,0
为什么手机存量不够,手机为什么总是提示内存空间不足呢,0,1
能不能帮我查询我手机号？,能不能帮我查下我手机编号,0,1
怎设置手机提示音,怎设置自己的提示音,0,1
我的订单什么时候能到,我订单那时候来,0,1
你理解什么,你理解成什么了,1,0
我不喜欢你说话的声音,你不说话行不行我不想听到你说话的声音,1,0
你好好休养,那你好好休息吧我累了睡觉了,0,1
微信视频美颜功能介绍,微信视频美颜功能,0,1
我要上王者,王者我要上星,0,1
手机怎么取消锁屏显示相机,锁屏的相机怎取消,0,1
打的打的,帮我打一个车,1,0
充电器响声,充电有响声,0,1
你娶内人了吗,你娶媳妇了吗,1,0
你几点吃饭啊,什么时候可以进食,0,1
你干什么啊,你爪子嘛,1,0
我要上快手,打开快手找到,1,0
手机关闭振动的步骤有什么,手环震动如何关闭,0,1
说的太快,请说慢一点,1,0
我明天要去干嘛,明天要下雨那我要干嘛呢,1,0
oppo手机的时间挂件怎么设置,oppo桌面怎生添加挂件,1,0
你想不想做我老婆,你做我老婆好不好,0,1
你有什么功能,你有啥啊,1,0
我要放弃,我不想坚持了,0,1
读取信息,小布给我读信息,0,1
有什么想跟我说吗,想不想跟我说,0,1
我有一个很好的老公,我有老公呀,0,1
你有什么功能吗,你的功能,1,0
我就是不听话,我不听话,0,1
我耳朵不太好你声音大点,你的声音好小,1,0
我梦见了父母,我梦见了过世亲人,0,1
我的妞是谁？理我一下呗,为啥小妞不理我,1,0
播放歌曲里没走,播放里没走,0,1
我想生气,我要生气了再烦我,1,0
你已经走进我的脑海里了,啊我喜欢你,0,1
隐私密码的重置方法,#隐私密码的重置方法,1,0
你今天穿了啥衣服,推荐今天穿的衣服,0,1
你就别谦虚啦还是你厉害啊,我和你谁厉害,0,1
我好恶心,看见你了现在我很恶心,1,0
什么是常数,常数项是什么,0,1
爱上了还有什么办法吗,有什么办法吗,1,0
你这个糟老头坏的很很多,谁给糟老头子带坏的,1,0
打开声息啊,电脑打开声音,0,1
说的啥呀,我是真的完全不理解你说的啥,0,1
oppoa83的手机分频率是多少,oppoa83的分辨率多少,1,0
你困了么,我会不会不想打瞌睡,1,0
大家都走了,下次吧大家都走了,1,0
帮我把这个关了,我把这个关了,1,0
你现在驾驶汽车呢吗,你在开车吗,0,1
我手机号码,这个手机号是多少,0,1
我很尊重你,不尊重谁，我不尊重你，我尊重谁,1,0
录屏声音,打开录屏声音,0,1
请唱首歌好吗歌曲,唱一首歌听,0,1
办公室电话,办公电话,0,1
怎又不听话了,听我的话,1,0
我该怎么找你呢,你该怎么被我找呢,0,1
进入部落冲突,部落冲突,0,1
你去找一找,你好找一次,0,1
冰淇淋火锅好不好吃,冰淇淋火锅,1,0
你原来是猪,你跟猪一样,1,0
唉怎么你都不懂呢,看来你不懂啊,0,1
我属于你,我也是属于你的,0,1
你你快说,要是想说你就快说,0,1
你到底来不来,来不来不来,0,1
不会截屏,截屏不了,0,1
你要让我踢碎了,我要砸了你,0,1
给你换个名字好不好,以后可不可以给你换个名字,0,1
oppo客服服务中心,Oppo服务中心,0,1
OPPOa5换屏幕大概多少钱,oppoa5到实体店换个屏幕多少钱,0,1
换一个声音,更换音色,0,1
难道我还会说我吗当然是你,我说的是你不是我,1,0
你被辞退了,你没必要再来上班了,0,1
我就是这么想的,我就这么想的怎么了,1,0
凭什么你这般调皮,你真调皮吗,0,1
那你会说什么,你知道你会说啥吗,1,0
小波小波这首歌到你唱了,小波小波唱歌,1,0
你什么时候喝醉的,你喝多了,1,0
音乐播放器怎么不可以播放音乐,音乐把你给关了,1,0
看不起你我没有,没有鄙视你,0,1
明天九点钟叫我,明天九点钟叫我起床,1,0
谁是在说话,现在有谁正在说话呢,0,1
三点一四乘四乘四,四乘三点一四等于多少,0,1
打电话给廖,打电话给廖总,1,0
我喜欢你个屁,我很厌恶你,0,1
等我下去,等我下去我马上就好了,1,0
到底为什么这么会说话,太会说话了,1,0
那你是谁,你是谁你是谁,1,0
怎样删除其他文件,请问里的其他文件怎么删除,1,0
省点嘛小波都被你吓死了真的,被你吓死了,0,1
你是不是脑袋有问题,你傻乎乎的,1,0
你不能说话,你能不能不说话,1,0
我的心里不会有你,可是我心里没有你,0,1
我要充电了,充电有需要吗,1,0
我就想长胖,你觉得稍微胖点好吗，我想试试,1,0
没有想到,我没有想到啊,0,1
你觉得我烦吗,我不觉得我很烦啊你觉得呢,1,0
小布帮我讲一个笑话,开个声音讲个笑话,0,1
告诉我密码是啥,你能告诉我密码吗,0,1
你6岁吗,你现在多大了,1,0
你干嘛去啊,你要离开吗,0,1
生当作人杰死亦为鬼雄,逝者如斯夫,0,1
我要充电了,充电给你行不行,1,0
你再说一遍我没听懂,我想再听一遍你说的,1,0
我都不认识你,我不认识,1,0
我能说我不开心吗,对别人我只能说我很开心,1,0
天气真好,天气这么好的因素是什么,1,0
哎哟我没有,哎哟没有,1,0
一个耳机可以保修期么,耳机可以保修么,1,0
CPH1719软件,CPH1719,1,0
来一个脑筋急转弯,我要玩脑筋急转弯点按两次即可激活,0,1
你朋友小波今年几岁了,小波你今年几岁了,1,0
我一定会努力的,我会更努力的,1,0
你让我有点看不惯,我对你有意见,0,1
你真的知道怎么刷牙吗,你会刷牙吗,0,1
给爹地打电话,给爹打电话,1,0
我没吃饱饭,我快饿死啦,0,1
我忘了○pP○密码,我的oppo密码忘了,1,0
你怎么那么自恋,还是那么自恋,1,0
唱bbox好吗,你会唱bbox吗,1,0
我快放弃了,我想放弃,1,0
我问你干嘛呢,问你到底做啥,0,1
充电提醒音怎么设置成别的音乐,怎么设置充电提醒音乐,1,0
我不喜欢你了你个大笨蛋,我很不喜欢你,0,1
咱们玩脑筋急转弯吧,我给你出个脑筋急转弯,0,1
已出货主板显示状态为未出货,主板显示未出货,0,1
怎样录制手机视频,OPPO手机怎样录视频。,0,1
不用不用不用不用,哎呀不用,0,1
手机电池不耐用怎么办,手机这电池不耐用是怎么回事,0,1
我说你还会不会爱我,我说你怎么能不爱我了呢,1,0
你喜欢跟我聊天吗,和我聊天是不是很轻松,1,0
您好我也想问下,问一下，我想问一下,1,0
手机指纹录入不了,指纹录入后不能用了,0,1
屏幕录制找不到,找不到录屏,0,1
哪个是系统版本号啊,版本号是哪个,0,1
你不会说话吗,你觉得你会说话吗,1,0
108乘以十二,108除以十二,1,0
你干嘛呢,最近在干嘛呀,0,1
以后叫我起床,叫我起床,0,1
是吧根本没有啥事情,没有啥呀,1,0
我想你应该收到了,收到了吗,1,0
我讨厌你了,我讨厌你,0,1
给你拍照,帮我拍一下照,1,0
你好可爱,真可爱是我可爱还是你可爱呀,0,1
手机的指纹解锁怎么消失,指纹解锁失效,1,0
该干嘛干嘛去,不会不知道自己该干什么吧,0,1
你好可爱,可爱个毛线,0,1
暴雨的暴怎写,暴风雨的暴怎么写?,0,1
我有啥事,我的什么事,1,0
倒计时了,倒计时秒,1,0
我会早点睡觉的,记得早点睡觉,0,1
你优质的大哥哥你哪位,你大哥是谁,1,0
和你吵架不是我的本意,我想跟你吵架,0,1
你不觉得你说这句话很没意思吗,你真无聊,0,1
帮我打开QQ音乐播放,帮我打开QQ音乐播放音乐,0,1
在家待着,就愿意在家待着,1,0
你到底你能不能接上话题,你能接上什么话题,0,1
我要删除你,我觉得你从我好友中脱离,0,1
去售后服务刷机需要费用吗,去服务网点刷机需要费用吗,1,0
帐号个人数据,账号个人数据是指,1,0
最近的汉堡店,附近有什么汉堡店,0,1
你就别休息了,你都不休息吗,0,1
r17 pro的充电器哪样,r17pro充电器充聊,1,0
听筒清灰,打开听声清灰,1,0
你能怎么样,你到底想要怎么样啊,1,0
那你认识我吗,你真的见过我妈,1,0
你都不理我,你理下我啊,1,0
你想让我怎么做,怎么让我,0,1
朋友手机丢失怎么定位,怎么样定位丢失的手机,0,1
怎么设置随桌面滚动壁纸,锁屏壁纸滚动怎么设置,0,1
你咋这么有意思呢,你有意思是什么导致的,1,0
去掉悬浮球,怎么把悬浮球去掉,1,0
用微信登入,能微信登入,0,1
难道我说的很快吗,我说的还不够慢吗,1,0
你对我有没有点非分之想,你爱上我了吗,0,1
我要玩一些急转弯,我问我脑急转弯,1,0
我要和你一直在一起,我跟你结婚,0,1
我想解绑手机号,我要解手机号与手机的绑定,0,1
你在跟别人聊天吗,你在跟谁聊天,0,1
问一下你还来吃饭吗,来吃饭吗,0,1
关于心情的词,形容心情的词语有如何,0,1
我还是不知道,我还是不知道你在说啥,1,0
打给老妈岂打,打厄打给老妈怎么办,1,0
你无什么功能,你的功能太少了,0,1
你又不是人,你是没有生命的,1,0
哟好小的眼睛,那个小眼睛,0,1
给你改了性别,我给你改个性别,0,1
一句话都不跟你说,不理你了,0,1
oppo现在最高的手机型号是什么,现在最高的oppo手机是哪只,0,1
手环查找手机,手机查找查找手机,1,0
手机怎么没有声音了,手机没声音了,1,0
oppowatch、,OPPO Watch,1,0
那你想聊什么呢,我们聊点什么呢,1,0
用快手,帮我找一下快手,1,0
请给我一首歌,我想给你播放音乐,1,0
密码你知道吗,我不知道密码你知道吗,0,1
helloocean,你好hello,0,1
轻食好吃吗,轻食太好吃了,1,0
电池损耗严重,耗电量严重,0,1
你能听懂方言吗,你可以听哪里的懂方言,0,1
没什么回去吧,没说什么对不起回去,0,1
个脑力急转弯,我要玩头脑急转弯,0,1
我在这里看见我,我在这里这里,1,0
充电器丢了怎么办，充电器线丢了怎么补,闪充充电器丢了怎么处理,1,0
把所有的声音都开到最大,把你的声音开到最大,1,0
你是人还是猪,莫非你不是人是猪,0,1
你不要撩我,我真的很烦你撩我,0,1
什么用呢,你有什么作用,1,0
你看他可敢说就是这样,就是这样,0,1
为什么手机没有屏幕录制,为什么我手机没有屏幕录制,0,1
吃粑粑去吧你,去吃排泄物吧你,0,1
定位打开以后还是显示失败是怎么回事,机上一直显示定位失败是怎么回事,0,1
我家的wifi密码忘记了怎么办,我的wifi密码是什么,1,0
不陪我聊聊天,告诉我为什么不陪我聊天,1,0
不显示手机卡,手机卡插进去不显示有卡,1,0
如何隐藏软件，怎么隐藏软件,我要隐藏桌面上的某些软件怎隐藏,1,0
查询备件价格,其他备件价位查询,1,0
谁还不是个仙女咋的,我叫仙女,1,0
我稍后再试试吧,那我试试,0,1
我害怕了,有什么值得我害怕的,0,1
颜值高不高,长得帅吗,0,1
请人工服务,请帮我打人工服务,0,1
我想干嘛呢,我也不知道我想干什么,0,1
我不说什么，什么都不说,不要跟我说，你不要和我说,1,0
闭嘴别说话,你能别说话吗,0,1
手机更换单个显示屏多少钱,我这个手机换屏多少钱,0,1
我好冷,我们这边好冷呀,1,0
你就关机了,关机行吗,1,0
换个话题呗,那我们换个话题吧,0,1
鞋子的英文,鞋子的英文怎么读,1,0
想买东西但是没有钱怎么办,没有钱怎么办,1,0
你在吗小波,你们妈在吗小波,1,0
你明天可以叫我起床吗,我明天起不来你可以叫我吗,1,0
你难道不相信我一巴掌呼死你吗,信不信我一巴掌呼死你,1,0
今天晚上去聚餐,今晚我们一起去聚餐,1,0
小布给我出脑筋急转弯,脑子急转弯,0,1
唱首歌吧,放首歌放首歌,0,1
你是不是白痴,我觉得你是白痴啊,1,0
我不需要这个,我就不需要,1,0
oppo账号如何注销,注销oppo账号哪里,1,0
你不是我女朋友吗,你怎么就不是我女朋友了,0,1
你就是我的全部,为什么我的全部不能是你呢,1,0
线上和线上的价格不一样吗,线上价格和线下价格一样吗,1,0
你好搞笑,呵呵真搞笑,0,1
肚子双层怎么回事,体重又增了怎么回事,1,0
我是不是不明白我和你们是什么关系,我还是不理解，我还决不会理解,1,0
充电的时候怎么关振动,怎么关充电振动,0,1
手机自带的系统软件删掉后，可以恢复吗,卸载了应用后，如何恢复,1,0
你怎不理我,你为什么不跟我说话,0,1
听不见拉倒,听不见啊,0,1
我考你一个脑筋急转弯,我要玩脑筋急转弯模式,1,0
送你一个么么哒,快收好我的么么哒,0,1
你难道不觉得我说的普通话好吗,我的普通话好吗,0,1
你哭一个我看看,你哭来看看,1,0
我忽悠了是吧被你,你忽悠我,0,1
可以把3g变成4g吗,怎么把3g变成4,1,0
你不能叫我爸爸吗,你为什么不能叫我爸爸,1,0
这个电话多少,这部手机的电话号码是多少,0,1
有什么笑话,定一个笑话,1,0
我不喜欢这个,我不喜欢听这个笑话,1,0
查询手机什么时间激活,手机的激活时间查询,0,1
好想让你知道我喜欢的人名字,你知道我喜欢的人叫什么吗,0,1
你要和我结婚,和我结婚,1,0
四川是我生长的地方,我是四川的,1,0
这么麻烦你还真是不好意思啊,麻烦你了啊,1,0
其他的声音,换一个声音,0,1
如何赚可币,怎么获得可币卷,0,1
你好小布打开相册,帮我打开相片,0,1
我要听搞笑故事,我要听搞笑话,1,0
我正在生你的气,我不生你的气怎么可能,0,1
你是否二百五,你就是个傻子,1,0
oppo r17多少钱,oppor17屏多少钱,1,0
你有没有小动物,你养了什么宠物,0,1
你的事不会比任何一个人少,就你事多,0,1
你好我的手机后盖玻璃碎了,我的手机玻璃后壳碎了,0,1
读故事书的英文怎读,关于读故事的英语单词,0,1
